Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Hell Witch (N)			1						Act 5 (N) Cast C	600	hrt	24	yyy	1																		0
OverSeer (N)			1						Act 5 (N) H2H A	100	hrt	1	spe	1																		0
Lasher (N)			1						Act 5 (N) H2H A	100	hrt	2	spe	2																		0
OverLord (N)			1						Act 5 (N) H2H B	100	hrt	3	spe	3																		0
BloodBoss (N)			1						Act 5 (N) H2H B	100	hrt	4	spe	4																		0
HellWhip (N)			1						Act 5 (N) H2H C	100	hrt	5	spe	5																		0
MinionSpawner (N)			1						Act 5 (N) H2H A	200	scz	1																				0
MinionSlayerSpawner (N)			1						Act 5 (N) H2H A	200	scz	1																				0
MinionIce/fireBoarSpawner (N)			1						Act 5 (N) H2H B	200	scz	1																				0
Minionice/hellSpawnSpawner (N)			1						Act 5 (N) H2H B	200	scz	1																				0
Imp1 (N)			1						Act 5 (N) Cast A	100	hrt	1	brz	1																		0
Imp2 (N)			1						Act 5 (N) Cast A	100	hrt	2	brz	2																		0
Imp3 (N)			1						Act 5 (N) Cast B	100	hrt	3	brz	3																		0
Imp4 (N)			1						Act 5 (N) Cast B	100	hrt	4	brz	4																		0
Imp5 (N)			1						Act 5 (N) Cast C	100	hrt	5	brz	5																		0
Frozen Horror1 (N)			1						Act 5 (N) H2H C	100	hrt	1	wms	1																		0
Frozen Horror2 (N)			1						Act 5 (N) H2H C	100	hrt	2	wms	2																		0
Frozen Horror3 (N)			1						Act 5 (N) H2H C	100	hrt	3	wms	3																		0
Frozen Horror4 (N)			1						Act 5 (N) H2H C	100	hrt	4	wms	4																		0
Frozen Horror5 (N)			1						Act 5 (N) H2H C	100	hrt	5	wms	5																		0
Blood Lord1 (N)			1						Act 5 (N) H2H A	100	hrt	1	9wa	1																		0
Blood Lord2 (N)			1						Act 5 (N) H2H B	100	hrt	2	9wa	2																		0
Blood Lord3 (N)			1						Act 5 (N) H2H C	100	hrt	3	9wa	3																		0
Blood Lord4 (N)			1						Act 5 (N) H2H C	100	hrt	4	9wa	4																		0
Blood Lord5 (N)			1						Act 5 (N) H2H C	100	hrt	5	9wa	5																		0
Death Mauler1 (N)			1						Act 5 (N) H2H A	100	hrt	1	qll	1																		0
Death Mauler2 (N)			1						Act 5 (N) H2H A	100	hrt	2	qll	2																		0
Death Mauler3 (N)			1						Act 5 (N) H2H B	100	hrt	3	qll	3																		0
Death Mauler4 (N)			1						Act 5 (N) H2H B	100	hrt	4	qll	4																		0
Death Mauler5 (N)			1						Act 5 (N) H2H C	100	hrt	5	qll	5																		0
Putrid Defiler1 (N)			1						Act 5 (N) Cast A	100	hrt	1	opm	1																		0
Putrid Defiler2 (N)			1						Act 5 (N) Cast A	100	hrt	2	opm	2																		0
Putrid Defiler3 (N)			1						Act 5 (N) Cast B	100	hrt	3	opm	3																		0
Putrid Defiler4 (N)			1						Act 5 (N) Cast B	100	hrt	4	opm	4																		0
Putrid Defiler5 (N)			1						Act 5 (N) Cast B	100	hrt	5	opm	5																		0
Skeleton (H)			1						Act 1 (H) H2H A	100	sol	1																				0
Returned (H)			1						Act 1 (H) H2H B	100	sol	2																				0
BoneWarrior (H)			1						Act 1 (H) H2H B	100	sol	3																				0
BurningDead (H)			1						Act 2 (H) H2H A	100	sol	4																				0
Horror (H)			1						Act 2 (H) H2H A	100	sol	5																				0
Zombie (H)			1						Act 1 (H) H2H A	100	hrt	1	sol	1																		0
HungryDead (H)			1						Act 1 (H) H2H A	100	hrt	2	sol	2																		0
Ghoul (H)			1						Act 2 (H) H2H C	100	hrt	3	sol	3																		0
DrownedCarcass (H)			1						Act 3 (H) H2H A	100	hrt	5	sol	5																		0
PlagueBearer (H)			1						Act 2 (H) H2H B	100	hrt	4	sol	4																		0
Misshapen (H)			1						Act 1 (H) H2H C	100	hrt	4	sol	4																		0
Disfigured (H)			1						Act 2 (H) H2H C	100	hrt	3	sol	3																		0
Tainted (H)			1						Act 3 (H) H2H C	100	hrt	1	sol	1																		0
Afflicted (H)			1						Act 4 (H) H2H C	100	hrt	2	sol	2																		0
Damned (H)			1						Act 5 (H) H2H C	100	hrt	5	sol	5																		0
FoulCrow (H)			1						Act 1 (H) Cast A	100	hrt	1	tal	1																		0
BloodHawk (H)			1						Act 1 (H) Cast B	100	hrt	2	tal	2																		0
BlackRaptor (H)			1						Act 2 (H) Cast B	100	hrt	3	tal	3																		0
CloudStalker (H)			1						Act 3 (H) Cast A	100	hrt	1	tal	4																		0
Fallen (H)			1						Act 1 (H) H2H A	100	hrt	1	fng	1																		0
Carver (H)			1						Act 1 (H) H2H B	100	hrt	2	fng	2																		0
Devilkin (H)			1						Act 1 (H) H2H B	100	hrt	3	fng	3																		0
DarkOne (H)			1						Act 5 (H) H2H C	100	hrt	5	fng	5																		0
WarpedFallen (H)			1						Act 1 (H) H2H C	100	hrt	4	fng	4																		0
Brute (H)			1						Act 1 (H) H2H B	100	hrt	2	scz	2																		0
Yeti (H)			1						Act 1 (H) H2H C	100	hrt	3	scz	3																		0
Crusher (H)			1						Act 2 (H) H2H C	100	hrt	4	scz	4																		0
WailingBeast (H)			1						Act 3 (H) H2H B	100	hrt	5	scz	5																		0
GargantuanBeast (H)			1						Act 1 (H) H2H A	100	hrt	1	scz	1																		0
SandRaider (H)			1						Act 2 (H) H2H A	100	hrt	1																				0
Marauder (H)			1						Act 2 (H) H2H B	100	hrt	2																				0
Invader (H)			1						Act 2 (H) H2H B	100	hrt	3																				0
Infidel (H)			1						Act 3 (H) H2H A	100	hrt	4																				0
Assailant (H)			1						Act 4 (H) H2H A	100	hrt	5																				0
Ghost (H)			1						Act 1 (H) Wraith B	100	sol	1																				0
Wraith (H)			1						Act 1 (H) Wraith C	100	sol	2																				0
Specter (H)			1						Act 2 (H) Wraith C	100	sol	3																				0
Apparition (H)			1						Act 2 (H) Wraith C	100	sol	4																				0
DarkShape (H)			1						Act 3 (H) Wraith A	100	sol	5																				0
DarkHunter (H)			1						Act 1 (H) H2H A	100	hrt	1																				0
VileHunter (H)			1						Act 1 (H) H2H B	100	hrt	2																				0
DarkStalker (H)			1						Act 1 (H) H2H C	100	hrt	3																				0
BlackRogue (H)			1						Act 1 (H) H2H C	100	hrt	4																				0
FleshHunter (H)			1						Act 3 (H) H2H B	100	hrt	5																				0
DuneBeast (H)			1						Act 2 (H) H2H B	100	hrt	1	fng	1																		0
RockDweller (H)			1						Act 2 (H) H2H B	100	hrt	2	fng	2																		0
JungleHunter (H)			1						Act 3 (H) H2H A	100	hrt	3	fng	3																		0
DoomApe (H)			1						Act 3 (H) H2H A	100	hrt	4	fng	4																		0
TempleGuard (H)			1						Act 3 (H) H2H B	100	hrt	5	fng	5																		0
MoonClan (H)			1						Act 1 (H) H2H C	100	hrt	4	sol	4																		0
NightClan (H)			1						Act 2 (H) H2H C	100	hrt	3	sol	3																		0
BloodClan (H)			1						Act 3 (H) H2H C	100	hrt	1	sol	1																		0
HellClan (H)			1						Act 4 (H) H2H C	100	hrt	2	sol	2																		0
DeathClan (H)			1						Act 5 (H) H2H C	100	hrt	5	sol	5																		0
FallenShaman (H)			1						Act 1 (H) Cast A	100	1ss	1	flg	1																		0
CarverShaman (H)			1						Act 1 (H) Cast B	100	1ss	2	flg	2																		0
DevilkinShaman (H)			1						Act 1 (H) Cast C	100	1ls	3	flg	3																		0
DarkShaman (H)			1						Act 5 (H) Cast C	100	1bs	5	flg	5																		0
WarpedShaman (H)			1						Act 1 (H) Cast C	100	1cs	4	flg	4																		0
QuillRat (H)			1						Quill 1 (H)	100	qll	1																				0
SpikeFiend (H)			1						Quill 2 (H)	100	qll	2																				0
ThornBeast (H)			1						Quill 3 (H)	100	qll	3																				0
RazorSpine (H)			1						Quill 4 (H)	100	qll	4																				0
JungleUrchin (H)			1						Quill 5 (H)	100	qll	5																				0
SandMaggot (H)			1						Act 2 (H) H2H A	100	hrt	1																				0
RockWorm (H)			1						Act 2 (H) H2H A	100	hrt	2																				0
Devourer (H)			1						Act 2 (H) H2H B	100	hrt	3																				0
GiantLamprey (H)			1						Act 2 (H) H2H C	100	hrt	4																				0
WorldKiller (H)			1						Act 4 (H) H2H A	100	hrt	5																				0
TombViper (H)			1						Act 1 (H) H2H C	100	hrt	1	fng	1																		0
ClawViper (H)			1						Act 2 (H) H2H A	100	hrt	2	fng	2																		0
Salamander (H)			1						Act 2 (H) H2H B	100	hrt	3	fng	3																		0
PoisonSpitter (H)			1						Act 3 (H) H2H A	100	hrt	4	fng	4																		0
SerpentMagus (H)			1						Act 3 (H) H2H B	100	hrt	5	fng	5																		0
SandLeaper (H)			1						Act 2 (H) H2H A	100	hrt	1	brz	1																		0
CaveLeaper (H)			1						Act 2 (H) H2H A	100	hrt	2	brz	2																		0
TombCreeper (H)			1						Act 2 (H) H2H B	100	hrt	3	brz	3																		0
TreeLurker (H)			1						Act 3 (H) H2H A	100	hrt	4	brz	4																		0
RazorPitDemon (H)			1						Act 4 (H) H2H A	100	hrt	5	brz	5																		0
Huntress (H)			1						Act 2 (H) H2H A	100	hrt	1	tal	1																		0
SaberCat (H)			1						Act 2 (H) H2H A	100	hrt	2	tal	2																		0
NightTiger (H)			1						Act 2 (H) H2H B	100	hrt	3	tal	3																		0
HellCat (H)			1						Act 2 (H) H2H C	100	hrt	4	tal	4																		0
Dungsoldier (H)			1						Act 2 (H) H2H A	100	hrt	1																				0
SandWarrior (H)			1						Act 2 (H) H2H B	100	hrt	2																				0
Scarab (H)			1						Act 2 (H) H2H B	100	hrt	3																				0
SteelWeevil (H)			1						Act 2 (H) H2H C	100	hrt	4																				0
AlbinoRoach (H)			1						Act 3 (H) H2H B	100	hrt	5																				0
DriedCorpse (H)			1						Act 2 (H) H2H A	100	hrt	1	sol	1																		0
Decayed (H)			1						Act 2 (H) H2H A	100	hrt	2	sol	2																		0
Embalmed (H)			1						Act 2 (H) H2H B	100	hrt	3	sol	3																		0
PreservedDead (H)			1						Act 3 (H) H2H B	100	hrt	4	sol	4																		0
Cadaver (H)			1						Act 3 (H) H2H C	100	hrt	5	sol	5																		0
HollowOne (H)			1						Act 2 (H) Cast A	100	hrt	1	sol	1																		0
Guardian (H)			1						Act 2 (H) Cast B	100	hrt	2	sol	2																		0
Unraveler (H)			1						Act 2 (H) Cast C	100	hrt	3	sol	3																		0
Horadrim Ancient (H)			1						Act 3 (H) Cast B	100	hrt	4	sol	4																		0
BaalMummy (H)			1						Act 5 (H) Cast B	100	hrt	5	sol	5																		0
Gloam (H)			1						Act 3 (H) Wraith A	100	sol	1																				0
SwampGhost (H)			1						Act 3 (H) Wraith B	100	sol	2																				0
BurningSoul (H)			1						Act 4 (H) Wraith A	100	sol	3																				0
BlackSoul (H)			1						Act 4 (H) Wraith B	100	sol	4																				0
Arach (H)			1						Act 1 (H) H2H C	100	hrt	1	fng	1																		0
SandFisher (H)			1						Act 2 (H) H2H A	100	hrt	2	fng	2																		0
PoisonSpinner (H)			1						Act 3 (H) H2H A	100	hrt	3	fng	3																		0
FlameSpider (H)			1						Act 3 (H) H2H A	100	hrt	4	fng	4																		0
SpiderMagus (H)			1						Act 3 (H) H2H B	100	hrt	5	fng	5																		0
ThornedHulk (H)			1						Act 3 (H) H2H A	100	hrt	1	qll	1																		0
BrambleHulk (H)			1						Act 3 (H) H2H A	100	hrt	2	qll	2																		0
Thrasher (H)			1						Act 3 (H) H2H B	100	hrt	3	qll	3																		0
Spikefist (H)			1						Act 4 (H) H2H A	100	hrt	4	qll	4																		0
GhoulLord (H)			1						Act 2 (H) Cast C	100	8ls	2	scz	2																		0
NightLord (H)			1						Act 3 (H) Cast B	100	8cs	3	scz	3																		0
DarkLord (H)			1						Act 3 (H) Cast B	100	8bs	4	scz	4																		0
BloodLord (H)			1						Act 3 (H) Cast C	100	8ws	5	scz	5																		0
Banished (H)			1						Act 1 (H) Cast A	100	8ss	1	scz	1																		0
DesertWing (H)			1						Act 2 (H) H2H A	100	hrt	1																				0
Fiend (H)			1						Act 2 (H) H2H B	100	hrt	2																				0
Gloombat (H)			1						Act 3 (H) H2H A	100	hrt	3																				0
BloodDiver (H)			1						Act 3 (H) H2H B	100	hrt	4																				0
DarkFamiliar (H)			1						Act 3 (H) H2H C	100	hrt	5																				0
RatMan (H)			1						Act 1 (H) H2H C	100	hrt	1	brz	1																		0
Fetish (H)			1						Act 3 (H) H2H A	100	hrt	2	brz	2																		0
Flayer (H)			1						Act 3 (H) H2H A	100	hrt	3	brz	3																		0
SoulKiller (H)			1						Act 3 (H) H2H B	100	hrt	4	brz	4																		0
StygianDoll (H)			1						Act 3 (H) H2H B	100	hrt	5	brz	5																		0
DarkRanger (H)			1						Act 1 (H) Miss A	100	1hb	1	jaw	1																		0
VileArcher (H)			1						Act 1 (H) Miss B	100	1lb	2	jaw	2																		0
DarkArcher (H)			1						Act 1 (H) Miss B	100	1cb	3	jaw	3																		0
BlackArcher (H)			1						Act 1 (H) Miss C	100	1l8	4	jaw	4																		0
FleshArcher (H)			1						Act 3 (H) Miss B	100	1lw	5	jaw	5																		0
DarkSpearwoman (H)			1						Act 1 (H) H2H A	100	0sr	1																				0
VileLancer (H)			1						Act 1 (H) H2H B	100	0tr	2																				0
DarkLancer (H)			1						Act 1 (H) H2H B	100	0br	3																				0
BlackLancer (H)			1						Act 1 (H) H2H C	100	0st	4																				0
FleshLancer (H)			1						Act 3 (H) H2H B	100	0p0	5																				0
SkeletonArcher (H)			1						Act 1 (H) Miss B	100	1sb	1	jaw	1																		0
ReturnedArcher (H)			1						Act 1 (H) Miss B	100	1hb	2	jaw	2																		0
BoneArcher (H)			1						Act 1 (H) Miss C	100	1lb	3	jaw	3																		0
BurningDeadArcher (H)			1						Act 2 (H) Miss A	100	1l8	4	jaw	4																		0
HorrorArcher (H)			1						Act 2 (H) Miss B	100	1lw	5	jaw	5																		0
Blunderbore (H)			1						Act 2 (H) H2H B	100	0sp	1	scz	1																		0
Gorbelly (H)			1						Act 2 (H) H2H C	100	0m0	2	scz	2																		0
Mauler (H)			1						Act 3 (H) H2H C	100	0m0	3	scz	3																		0
Urdar (H)			1						Act 4 (H) H2H A	100	0gm	4	scz	4																		0
Undead RatMan (H)			1						Act 1 (H) H2H C	100	sol	1																				0
Undead Fetish (H)			1						Act 3 (H) H2H A	100	sol	2																				0
Undead Flayer (H)			1						Act 3 (H) H2H A	100	sol	3																				0
Undead SoulKiller (H)			1						Act 3 (H) H2H B	100	sol	4																				0
Undead StygianDoll (H)			1						Act 3 (H) H2H B	100	sol	5																				0
Zakarumite (H)			1						Act 3 (H) H2H A	100	hrt	1	spe	1																		0
Faithful (H)			1						Act 3 (H) H2H B	100	hrt	2	spe	2																		0
Zealot (H)			1						Act 3 (H) H2H B	100	hrt	3	spe	3																		0
Sexton (H)			1						Act 3 (H) Cast A	100	hrt	1	eyz	1																		0
Cantor (H)			1						Act 3 (H) Cast B	100	hrt	2	eyz	2																		0
Heirophant1 (H)			1						Act 3 (H) Cast B	100	hrt	3	eyz	3																		0
Heirophant2 (H)			1						Act 3 (H) Cast B	100	hrt	4	eyz	4																		0
Swamp Dweller (H)			1						Act 3 (H) H2H A	100	hrt	1																				0
Bog Creature (H)			1						Act 3 (H) H2H A	100	hrt	2																				0
Slime Prince (H)			1						Act 3 (H) H2H B	100	hrt	3																				0
ReturnedMage (H)			1						Act 1 (H) Cast B	100	sol	1																				0
BoneMage (H)			1						Act 1 (H) Cast C	100	sol	2																				0
BurningDeadMage (H)			1						Act 2 (H) Cast A	100	sol	3																				0
HorrorMage (H)			1						Act 2 (H) Cast B	100	sol	4																				0
RatManShaman (H)			1						Act 1 (H) Cast C	100	hrt	1	brz	1																		0
FetishShaman (H)			1						Act 3 (H) Cast A	100	hrt	2	brz	2																		0
FlayerShaman (H)			1						Act 3 (H) Cast B	100	hrt	3	brz	3																		0
SoulKillerShaman (H)			1						Act 3 (H) Cast B	100	hrt	4	brz	4																		0
StygianDollShaman (H)			1						Act 3 (H) Cast B	100	hrt	5	brz	5																		0
SandMaggotQueen (H)			1						Act 2 (H) H2H A	100	hrt	1																				0
RockWormQueen (H)			1						Act 2 (H) H2H A	100	hrt	2																				0
DevourerQueen (H)			1						Act 2 (H) H2H B	100	hrt	3																				0
GiantLampreyQueen (H)			1						Act 3 (H) H2H A	100	hrt	4																				0
WorldKillerQueen (H)			1						Act 4 (H) H2H A	100	hrt	5																				0
NightMarauder (H)			1						Act 3 (H) H2H B	100	hrt	1																				0
FleshSpawner (H)			1						Act 4 (H) Cast A	100	hrt	1																				0
StygianHag (H)			1						Act 4 (H) Cast A	100	hrt	2																				0
Grotesque (H)			1						Act 4 (H) Cast B	100	hrt	3																				0
FleshBeast (H)			1						Act 4 (H) Cast A	100	hrt	1																				0
StygianDog (H)			1						Act 4 (H) Cast A	100	hrt	2																				0
GrotesqueWyrm (H)			1						Act 4 (H) Cast A	100	hrt	3																				0
Groper (H)			1						Act 4 (H) Wraith A	100	hrt	1	eyz	1																		0
Strangler (H)			1						Act 4 (H) Wraith B	100	hrt	2	eyz	2																		0
StormCaster (H)			1						Act 4 (H) Wraith B	100	hrt	3	eyz	3																		0
Corpulent (H)			1						Act 4 (H) (H) H2H A	100	hrt	1	spe	1																		0
CorpseSpitter (H)			1						Act 4 (H) H2H A	100	hrt	2	spe	2																		0
MawFiend (H)			1						Act 4 (H) H2H B	100	hrt	3	spe	3																		0
DoomKnight (H)			1						Act 4 (H) H2H A	100	sol	1	scz	1																		0
AbyssKnight (H)			1						Act 4 (H) H2H B	100	sol	2	scz	2																		0
OblivionKnight (H)			1						Act 4 (H) H2H B	100	sol	3	scz	3																		0
QuillBear (H)			1						Act 1 (H) H2H A	100	hrt	1	qll	1																		0
SpikeGiant (H)			1						Act 1 (H) H2H B	100	hrt	2	qll	2																		0
ThornBrute (H)			1						Act 1 (H) H2H B	100	hrt	3	qll	3																		0
RazorBeast (H)			1						Act 1 (H) H2H C	100	hrt	4	qll	4																		0
GiantUrchin (H)			1						Act 2 (H) H2H C	100	hrt	5	qll	5																		0
Balrog (H)			1						Act 4 (H) H2H A	100	hrt	1	hrn	1																		0
PitLord (H)			1						Act 4 (H) H2H B	100	hrt	2	hrn	2																		0
VenomLord (H)			1						Act 4 (H) H2H B	100	hrt	3	hrn	3																		0
Slinger (H)			1						Act 2 (H) Miss A	100	hrt	1	tal	1																		0
SpearCat (H)			1						Act 2 (H) Miss A	100	hrt	2	tal	2																		0
NightSlinger (H)			1						Act 2 (H) Miss B	100	hrt	3	tal	3																		0
HellSlinger (H)			1						Act 2 (H) Miss C	100	hrt	4	tal	4																		0
ReturnedMage2 (H)			1						Act 1 (H) Cast B	100	sol	1																				0
BoneMage2 (H)			1						Act 1 (H) Cast C	100	sol	2																				0
BaalColdMage (H)			1						Act 5 (H) Cast A	100	sol	3																				0
HorrorMage2 (H)			1						Act 2 (H) Cast B	100	sol	4																				0
ReturnedMage3 (H)			1						Act 1 (H) Cast B	100	sol	1																				0
BoneMage3 (H)			1						Act 1 (H) Cast C	100	sol	2																				0
BurningDeadMage3 (H)			1						Act 2 (H) Cast A	100	sol	3																				0
HorrorMage3 (H)			1						Act 2 (H) Cast B	100	sol	4																				0
ReturnedMage4 (H)			1						Act 1 (H) Cast B	100	sol	1																				0
BoneMage4 (H)			1						Act 1 (H) Cast C	100	sol	2																				0
BurningDeadMage4 (H)			1						Act 2 (H) Cast A	100	sol	3																				0
HorrorMage4 (H)			1						Act 2 (H) Cast B	100	sol	4																				0
SpearCat2 (H)			1						Act 2 (H) Miss A	100	ssp	1	tal	1																		0
RatMan1 (H)			1						Act 1 (H) H2H C	100	sol	1	brz	1																		0
RatMan2 (H)			1						Act 3 (H) H2H B	100	sol	1	brz	1																		0
RotWalker (H)			1						Act 5 (H) H2H A	100	sol	1																				0
ReanimatedHorde (H)			1						Act 5 (H) H2H B	100	sol	2																				0
ProwlingDead (H)			1						Act 5 (H) H2H B	100	sol	3																				0
UnholyCorpse (H)			1						Act 5 (H) H2H C	100	sol	4																				0
DefiledWarrior (H)			1						Act 5 (H) H2H C	100	sol	5																				0
Siege Beast (H)			1						Act 5 (H) H2H C	200	hrt	2	xms	1																		0
CrushBiest (H)			1						Act 5 (H) H2H C	200	hrt	4	xms	2																		0
BloodBringer (H)			1						Act 5 (H) H2H C	200	hrt	6	xms	3																		0
GoreBearer (H)			1						Act 5 (H) H2H C	200	hrt	8	xms	4																		0
DeamonSteed (H)			1						Act 5 (H) H2H C	200	hrt	10	xms	5																		0
SnowYeti1 (H)			1						Act 5 (H) H2H B	100	hrt	1	scz	1																		0
SnowYeti2 (H)			1						Act 5 (H) H2H B	100	hrt	2	scz	2																		0
SnowYeti3 (H)			1						Act 5 (H) H2H C	100	hrt	3	scz	3																		0
SnowYeti4 (H)			1						Act 5 (H) H2H C	100	hrt	4	scz	4																		0
WolfRider1 (H)			1						Act 5 (H) H2H A	100																						0
WolfRider2 (H)			1						Act 5 (H) H2H B	100																						0
WolfRider3 (H)			1						Act 5 (H) H2H C	100																						0
Minionexp (H)			1						Act 5 (H) H2H A	100	hrt	1	fng	1																		0
Slayerexp (H)			1						Act 5 (H) H2H A	100	hrt	2	fng	2																		0
IceBoar (H)			1						Act 5 (H) H2H B	100	hrt	3	fng	3																		0
FireBoar (H)			1						Act 5 (H) H2H B	100	hrt	4	fng	4																		0
HellSpawn (H)			1						Act 5 (H) H2H C	100	hrt	5	fng	5																		0
IceSpawn (H)			1						Act 5 (H) H2H C	100	hrt	6	fng	6																		0
GreaterHellSpawn (H)			1						Act 5 (H) H2H B	100	hrt	7	fng	7																		0
GreaterIceSpawn (H)			1						Act 5 (H) H2H B	100	hrt	8	fng	8																		0
Succubusexp (H)			1						Act 5 (H) H2H A	100	hrt	1																				0
VileTemptress (H)			1						Act 5 (H) H2H B	100	hrt	2																				0
StygianHarlot (H)			1						Act 5 (H) H2H B	100	hrt	3																				0
Hell Temptress (H)			1						Act 5 (H) H2H C	100	hrt	4																				0
Blood Temptress (H)			1						Act 5 (H) H2H C	100	hrt	5																				0
Dominus (H)			1						Act 5 (H) Cast A	400	hrt	16	yyy	1																		0
VileWitch (H)			1						Act 5 (H) Cast A	400	hrt	16	yyy	1																		0
StygianFury (H)			1						Act 5 (H) Cast B	400	hrt	16	yyy	1																		0
Blood Witch (H)			1						Act 5 (H) Cast B	400	hrt	16	yyy	1																		0
Hell Witch (H)			1						Act 5 (H) Cast C	400	hrt	16	yyy	1																		0
OverSeer (H)			1						Act 5 (H) H2H A	100	hrt	1	spe	1																		0
Lasher (H)			1						Act 5 (H) H2H A	100	hrt	2	spe	2																		0
OverLord (H)			1						Act 5 (H) H2H B	100	hrt	3	spe	3																		0
BloodBoss (H)			1						Act 5 (H) H2H B	100	hrt	4	spe	4																		0
HellWhip (H)			1						Act 5 (H) H2H C	100	hrt	5	spe	5																		0
MinionSpawner (H)			1						Act 5 (H) H2H A	200	scz	1																				0
MinionSlayerSpawner (H)			1						Act 5 (H) H2H A	200	scz	1																				0
MinionIce/fireBoarSpawner (H)			1						Act 5 (H) H2H B	200	scz	1																				0
Minionice/hellSpawnSpawner (H)			1						Act 5 (H) H2H B	200	scz	1																				0
Imp1 (H)			1						Act 5 (H) Cast A	100	hrt	1	brz	1																		0
Imp2 (H)			1						Act 5 (H) Cast A	100	hrt	2	brz	2																		0
Imp3 (H)			1						Act 5 (H) Cast B	100	hrt	3	brz	3																		0
Imp4 (H)			1						Act 5 (H) Cast B	100	hrt	4	brz	4																		0
Imp5 (H)			1						Act 5 (H) Cast C	100	hrt	5	brz	5																		0
Frozen Horror1 (H)			1						Act 5 (H) H2H C	100	hrt	1	wms	1																		0
Frozen Horror2 (H)			1						Act 5 (H) H2H C	100	hrt	2	wms	2																		0
Frozen Horror3 (H)			1						Act 5 (H) H2H C	100	hrt	3	wms	3																		0
Frozen Horror4 (H)			1						Act 5 (H) H2H C	100	hrt	4	wms	4																		0
Frozen Horror5 (H)			1						Act 5 (H) H2H C	100	hrt	5	wms	5																		0
Blood Lord1 (H)			1						Act 5 (H) H2H A	100	hrt	1	9wa	1																		0
Blood Lord2 (H)			1						Act 5 (H) H2H B	100	hrt	2	9wa	2																		0
Blood Lord3 (H)			1						Act 5 (H) H2H C	100	hrt	3	9wa	3																		0
Blood Lord4 (H)			1						Act 5 (H) H2H C	100	hrt	4	9wa	4																		0
Blood Lord5 (H)			1						Act 5 (H) H2H C	100	hrt	5	9wa	5																		0
Death Mauler1 (H)			1						Act 5 (H) H2H A	100	hrt	1	qll	1																		0
Death Mauler2 (H)			1						Act 5 (H) H2H A	100	hrt	2	qll	2																		0
Death Mauler3 (H)			1						Act 5 (H) H2H B	100	hrt	3	qll	3																		0
Death Mauler4 (H)			1						Act 5 (H) H2H B	100	hrt	4	qll	4																		0
Death Mauler5 (H)			1						Act 5 (H) H2H C	100	hrt	5	qll	5																		0
Putrid Defiler1 (H)			1						Act 5 (H) Cast A	100	hrt	1	ops	1																		0
Putrid Defiler2 (H)			1						Act 5 (H) Cast A	100	hrt	2	ops	2																		0
Putrid Defiler3 (H)			1						Act 5 (H) Cast B	100	hrt	3	ops	3																		0
Putrid Defiler4 (H)			1						Act 5 (H) Cast B	100	hrt	4	ops	4																		0
Putrid Defiler5 (H)			1						Act 5 (H) Cast B	100	hrt	5	ops	5																		0
Cyclops			1						Act 4 H2H A	100	eyz	1																				0
Cyclops (N)			1						Act 4 (N) H2H A	100	eyz	1																				0
Cyclops (H)			1						Act 4 (H) H2H A	100	eyz	1																				0
Belhifet			1						Act 4 H2H B	100	hrt	3	hrn	3																		0
Belhifet (N)			1						Act 4 (N) H2H B	100	hrt	3	hrn	3																		0
Belhifet (H)			1						Act 4 (H) H2H B	100	hrt	2	hrn	2																		0
