index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Staff of the Horadrim	0	1		1		27	28	8ss	Jo Stalf			8	20000	dgld	dgld						sor		1	2	mana%		10	25	res-all		30	50	res-all-max		5	20	red-mag		3	7	regen-mana		15	30	red-dmg		4	9																					0
The Staff of Aesculapius	0	1		1		34	31	8ls	Quarterstaff			9	25000	whit	whit						pal		3	3	res-pois		40	80	res-pois-max		20	20	hp%		20	30	regen		30	30	res-pois-len		50	100	dmg-pois	100	64	192	dmg-pois/lvl	40			swing3		30	50	dmg/lvl	32											0
Doomspire	0	1		1		41	35	8cs	Cedar Staff			10	30000	blac	blac						nec		2	2	dmg%		100	200	regen-mana		25	75	mana		100	200	cast3		20	40	manasteal		11	66	dmg/lvl	16			swing2		10	30	res-all			20	mana/lvl	12											0
The Staff of Erana	0	1		1		47	39	8bs	Gothic Staff			10	30000	dblu	dblu						sor		3	3	mana%		25	50	res-all		20	40	ease		150	150	ac		200	200	ac/lvl	40																											0
Tal Rasha's Walking Stick	0	1		1		49	41	8ws	Rune Staff			10	30000	oran	oran						cast3		20	40	move2		20	40	allskills		1	2	sor		1	2	res-all-max		10	20	res-all		25	75																									0
The Secret of Mana	0	1		1		62	52	9mn	Energy Blade			12	40000	cblu	cblu						dmg-to-mana		25	50	regen-mana		25	75	mana		50	150	mana%		25	50	mana/lvl	16																															0
Burning Sands	0	1		1		52	64	1ss	Elder Cane			11	35000	lred	lred						fireskill		2	5	dmg-fire		80	90	res-fire		30	50	abs-fire%		19	25	dmg-fire/lvl	32			skill	Enchant	6	14																									0
Magelord's Assistant	0	1		1		59	68	1ls	Mystic Staff			11	35000	lblu	lblu						ease		-20	-20	sor		2	4	mana%		30	50	regen		-20	-20	regen-mana		80	80	mana		50	100	cast2		20	20	res-all		45	65																	0
The Protector	0	1		1		66	72	1cs	Petrified Staff			12	40000	lgry	lgry						vit		20	30	hp/lvl	12			red-dmg		10	10	regen		10	20	thorns		125	175	ac/lvl	60			gethit-skill	Iron Maiden	25	7	skill	Frozen Armor	5	5	skill	Shiver Armor	4	4	skill	Chilling Armor	3	3									0
Dragon Staff	0	1		1		73	76	1bs	Mage Staff			13	45000	lpur	lpur						sor		3	3	mana%		25	50	light		5	5	dmg-ltng		1	640	dmg-fire		28	280	dmg-cold	200	36	240	dmg-pois	75	547	1024	dmg-mag		40	120	ignore-ac		1	1	swing2		60	60									0
Vizjeris' Knowledge	0	1		1		80	80	1ws	Arcane Staff			13	45000	bwht	bwht						sor		2	4	mana		25	60	regen-mana		50	75	skill	Fire Mastery	2	5	skill	Lightning Mastery	2	5	skill	Cold Mastery	2	5																									0
Blade of the Fallen Angel	0	1		1		84	82	0mn	Magic Blade			13	45000	blac	blac						light		-13	-13	hit-skill	Nova	30	18	hit-skill	Meteor	30	15	hit-skill	Lightning	30	16	hit-skill	Fist of the Heavens	30	15	allskills		1	2	swing3		50	50	ac		150	150	ac/lvl	16			gethit-skill	Frost Nova	100	25									0
ES Bows & Amazon Bows																																																																					0
Frostarc	0	1		1		2	3	sbw	Short Bow			6	10000	cblu	cblu						dmg-cold	200	10	15	att		50	100	mana		10	20	skill	Fire Arrow	1	4	dmg-cold/lvl	16			mana/lvl	8			sock	1	1	1																					0
Firebrander	0	1		1		5	9	hbw	Hunter			6	10000	dred	dred						dmg-fire		5	20	att		50	100	dmg-fire/lvl	20			res-fire		20	40	res-fire/lvl	8			explosivearrow		1	1	sock	1	1	1																					0
Bakou's Sharpshooter	0	1		1		9	14	lbw	Long Bow			6	10000	dred	dred						magicarrow		1	1	att%		50	100	dex		10	30	swing2		10	30	dmg-norm		5	15	crush		25	75	deadly		50	100																					0
Ancient Piercer	0	1		1		12	20	cbw	Composite Bow			7	15000	cred	cred						magicarrow		1	1	dmg-ac		-10	-10	hp		20	40	dmg-undead		150	300	swing2		20	40	pierce		25	50	skill	Ice Arrow	3	3	regen-mana		25	50	mana		20	40													0
Plaguebearer	0	1		1		16	25	sbb	Short Battle Bow			7	15000	lgrn	lgrn						dmg-pois	50	104	180	res-pois		25	50	swing2		10	30	skill	Cold Arrow	3	3	dmg-pois/lvl	32			res-pois-len		50	50	res-pois/lvl	8																							0
Quiveraiden	0	1		1		19	26	lbb	Long Battle Bow			7	15000	dgrn	dgrn						explosivearrow		1	1	ama		1	1	dmg%		75	150	att		80	160	dmg/lvl	8			att/lvl	8			swing2		10	30																					0
Sparkraven	0	1		1		23	27	swb	Short War Bow			8	20000	cgrn	cgrn						dmg-norm		19	21	ama		1	1	ac		75	150	pierce		40	40	att		100	200	dex		10	20	dmg-ltng		16	32	dmg-ltng/lvl	32			gethit-skill	Static Field	30	8													0
Fuego	100	1		1		18	11	am1	Stag Bow			7	15000	lred	lred						dex		10	15	str		5	10	att		50	100	fire-min		5	10	dmg-fire/lvl	20			explosivearrow		1	1	att-skill	Fire Ball	25	2	fire-max		20	30																	0
Scilla's Nimbleness	100	1		1		27	22	am2	Reflex Bow			8	20000	oran	oran						dmg%		50	75	att%		5	15	swing1		30	40	move2		20	30	slow		50	50	skill	Dodge	2	4	skill	Avoid	2	4																					0
Bow of the Stars	0	1		1		33	28	lwb	Long War Bow			9	25000	lyel	lyel						magicarrow		1	1	noheal		1	1	ama		2	2	str		10	20	dex		10	20	vit		10	20	enr		10	20	dex/lvl	8			hp/lvl	16			mana/lvl	16											0
Kashya's Issue	0	1		1		37	30	apb	Precision Bow			9	25000	dgld	dgld						explosivearrow		1	1	swing2		10	30	mana		30	60	hp		30	60	ama		2	2	ac-miss		100	200	skilltab	0	1	1	dmg/lvl	8			str/lvl	4			dex/lvl	4											0
Rotstring	0	1		1		27	28	8sb	Edge Bow			8	20000	cgrn	cgrn						reduce-ac		50	75	deadly		25	75	dmg-pois	50	256	512	dmg-pois/lvl	40			dmg-ac		-5	-15	sock	2	2	2																									0
Raven's Cord	0	1		1		30	31	8hb	Razor Bow			9	25000	lblu	lblu						dmg-min		10	10	noheal		1	1	att%		50	75	mana		50	50	pierce		1	1	manasteal		6	10	skill	Strafe	2	2	skilltab	0	2	2	charged	221	7	20	dmg/lvl	10											0
Titan's Wake	0	1		1		34	33	8lb	CedarBow			9	25000	dgld	dgld						dmg%		200	400	allskills		1	1	ease		150	150	att		300	500	str/lvl	10																															0
The Harp of Souls	0	1		1		37	36	8cb	Double Bow			9	25000	cred	cred						dmg-fire		40	80	dmg-undead		200	400	res-fire		30	60	ac		200	400	hp		40	80	hit-skill	Holy Bolt	40	10	dmg-fire/lvl	32			explosivearrow		1	1																	0
The Keening	0	1		1		41	39	8s8	Short Siege Bow			10	30000	cblu	cblu						dmg-norm		7	10	dmg-cold	900	26	38	openwounds		25	75	res-cold			40	dex		10	30	res-cold/lvl	4			dmg-cold/lvl	24			skill	Freezing Arrow	1	2	skill	Ice Arrow	2	4	skill	Fire Arrow	4	8									0
Eaglehorn	0	1		1		44	41	8l8	Long Siege Bow			10	30000	lgry	lgry						dmg%		50	150	dex		20	30	att%		30	60	magicarrow		1	1	dmg/lvl	8			dex/lvl	2			swing2		10	30	skilltab	0	1	1																	0
Zerae's Gift	0	1		1		48	43	8sw	Rune Bow			10	30000	dyel	dyel						ignore-ac		1	1	dmg-ltng		50	200	magicarrow		1	1	pierce		1	1	light			4	dmg-ltng/lvl	32			swing1		10	20	ama		1	1	skilltab	0	0	1													0
Oxhorn	100	1		1		39	29	am6	Ashwood Bow			9	25000	dgrn	dgrn						str		10	30	dex		10	20	dmg%		100	150	ease		-15	-30	skill	Critical Strike	2	5	skill	Pierce	1	3																									0
Lycander's Aim	100	1		1		50	42	am7	Ceremonial Bow			11	35000	cgrn	cgrn						ama		1	2	skilltab	0	1	2	dmg%		150	200	swing2		10	30	ac%		10	30	dex		10	30	enr		10	30	manasteal		5	9	dmg-norm		25	50													0
Heartseeker	0	1		1		54	46	8lw	Gothic Bow			11	35000	blac	blac						dmg-min		40	40	deadly		75	100	att/lvl	16			dex/lvl	4			cold-len		200	800	skill	Guided Arrow	2	5																									0
Robin Hood's Precision	0	1		1		59	57	9pb	Tuigan Bow			11	35000	cgrn	cgrn						att		200	200	dex		15	25	dmg-norm		63	20	swing2		60	60	pierce		30	30	gold%		300	400	mag%		80	120	att/lvl	4																			0
Karaniis' Bow of Incandesence	0	1		1		52	73	1sb	Spiderwoven Bow			11	35000	cred	cred						explosivearrow		1	1	skill	Fire Arrow	10	10	skill	Immolation Arrow	5	5	dmg-fire		80	120	swing2		35	35	dmg-fire/lvl	16			dmg%		165	230																					0
Gnat Sting	0	1		1		55	74	1hb	Sharp Bow			11	35000	whit	whit						skill	Multiple Shot	5	5	swing3		60	60	magicarrow		1	1	pierce		30	60	dmg%		90	220																													0
Bloodraven's Arch	0	1		1		59	74	1lb	Shade Bow			11	35000	cred	cred						dmg%		180	240	att%		50	70	charged	95	20	20	skill	Skeleton Mastery	2	2	skill	Raise Skeleton	4	4	skill	Revive	6	6																									0
Moonbeam	0	1		1		62	77	1cb	Dark Bow			12	40000	whit	whit						light		1	1	res-all		40	40	ac		150	150	dmg-mag		50	100	dmg-fire		50	150	sock	4	4	4	res-mag		40	40																					0
Undead's Blight	0	1		1		66	79	1s8	Rogue Bow			12	40000	whit	whit						dmg-undead		400	400	att-undead		500	500	charged	119	1	20	hit-skill	Holy Bolt	100	23	pal		4	4	dmg%		120	180																									0
Wild Airs of the Elements	0	1		1		69	70	1l8	Marksman Bow			12	40000	lblu	lblu						att		180	250	dmg-cold	150	30	115	dmg-fire		25	90	dmg-ltng		60	110	knock		1	1	dmg-cold/lvl	12			dmg-fire/lvl	20			dmg-ltng/lvl	24			ama		2	2													0
The Guardian	0	1		1		73	78	1sw	Arcane Bow			13	45000	lyel	lyel						swing2		10	10	dmg%		60	175	dmg-ltng		1	180	magicarrow		1	1	res-mag		100	150	skilltab	0	1	3	skilltab	1	1	3	red-dmg		8	16	red-mag		6	12													0
Goldfinger	100	1		1		53	39	amb	Matriarchal Bow			11	35000	lgld	lgld						magicarrow		1	1	dmg-ltng		1	50	dmg-ltng/lvl	40			res-ltng		30	60	ama		1	2	swing1		10	20	mag%		30	90	gold%		70	210	dmg-mag		50	100	gethit-skill	Chain Lightning	25	6									0
Artemis' Wrath	100	1		1		78	58	amc	Grand Matron Bow			13	45000	blac	blac						ama		1	3	dmg%		200	300	swing3		20	40	skill	Guided Arrow	2	6	cold-len		300	900	cold-min		20	40	cold-max		40	80																					0
Enigma	0	1		1		83	81	1lw	Ancient Bow			13	45000	lgry	lgry						dmg-norm		51	249	dmg-mag		60	120	allskills		1	3	res-all		30	60																																	0
Maija's Menace	0	1		1		84	86	0pb	Elven Bow			13	45000	cgrn	cgrn						dmg-norm		15	3	lifesteal		3	5	manasteal		3	5	dmg%		100	250	dmg-undead		100	200	dmg-demon		100	200	swing2		10	30	sock	3	2	3																	0
ES Crossbows																																																																					0
Rapid Frenzy	0	1		1		5	9	lxb	Light Crossbow			6	10000	dyel	dyel						dmg-norm		20	20	dex		10	20	hp		15	30	swing2		30	50	dex/lvl	4			hp/lvl	12																											0
Firespitter	0	1		1		13	18	mxb	Crossbow			7	15000	lgld	lgld						openwounds		25	25	dmg-fire		20	32	explosivearrow		1	1	swing2		10	30	dmg-fire/lvl	32			abs-fire%			10																									0
Polar Boltcaster	0	1		1		21	27	hxb	Heavy Crossbow			8	20000	dgld	dgld						ama		1	1	res-all		15	30	res-cold		15	30	dmg-cold	300	20	25	dmg-cold/lvl	20			res-cold/lvl	8			skill	Ice Arrow	4	8																					0
Unholy Dartgun	0	1		1		29	28	rxb	Repeating Crossbow			8	20000	lpur	lpur						dmg%		90	180	ama		2	2	res-all		15	30	magicarrow		1	1	att		100	200	regen		10	20	swing2		30	50	dmg/lvl	8			att/lvl	8															0
Glowharness	0	1		1		27	20	mbl	Belt			8	20000	lyel	lyel						cast3		30	30	hp%		15	25	res-all		15	20	mana		10	30	hp		10	30	ltng-min		1	4	dmg-ltng/lvl	48			gethit-skill	Lightning	20	11	ltng-max		16	32													0
The Needler	0	1		1		30	32	8lx	Arbalest			9	25000	dyel	dyel						att%		50	100	swing3		50	100	dmg%			100																																					0
Cataclysm	0	1		1		38	36	8mx	Siege Crossbow			9	25000	dpur	dpur						explosivearrow		1	1	dmg-cold	300	18	27	dmg-fire		50	75	res-cold		25	50	res-fire		25	50	swing2		10	30	dmg-cold/lvl	24			dmg-fire/lvl	32			allskills			2													0
Magnium	0	1		1		46	41	8hx	Balista			10	30000	lred	lred						dmg%		200	400	ltng-min		1	25	ltng-max		50	250																																					0
Qoto's Bow of Fortuitous Battle	0	1		1		54	49	8rx	Chu-Ko-Nu			11	35000	lgld	lgld						dmg%		100	200	allskills		1	2	move2		10	20	dmg-to-mana		20	40	mag%		50	150	gold%		100	200	mana-kill		2	6																					0
Krall's Thunder	0	1		1		57	49	8gc	Ogre Crossbow			11	35000	lgld	lgld						dmg%		100	200	allskills		1	2	move2		10	20	dmg-to-mana		20	40	mag%		50	150	gold%		100	200	mana-kill		2	6																					0
Deadly Hunter	0	1		1		55	72	1lx	Choice Crossbow			11	35000	blac	blac						deadly		100	100	dmg-demon		350	500	att%		50	120	enr		-10	-10	crush/lvl	4			dex		20	35	str		20	35																					0
Scope of the Hawk	0	1		1		63	82	1mx	Marksman Crossbow			12	40000	lgry	lgry						dmg%		100	225	ignore-ac		1	1	dmg/lvl	16																																							0
Chaos Launcher	0	1		1		71	71	1hx	Odysseus Crossbow			13	45000	bwht	bwht						openwounds		100	100	pierce		40	80	magicarrow		1	1	dmg-fire		25	160	dmg-cold	200	30	190	dmg-ltng		1	250	dmg-pois	300	150	341	res-all		-10	-40	swing3		70	70	dmg%		25	100									0
Deadly Precision	0	1		1		78	75	1rx	Assassin Crossbow			13	45000	blac	blac						dmg-norm		77	7	att		500	500	skilltab	0	1	3	deadly		100	100	ignore-ac		1	1	pierce		50	100																									0
Hoshviscera	0	1		1		78	75	1gc	Cyclopean Crossbow			13	45000	blac	blac						dmg-norm		77	7	att		500	500	skilltab	0	1	3	deadly		100	100	ignore-ac		1	1	pierce		50	100																									0
Haste of Athulua	0	1		1		55	47	xhb	War Boots			11	35000	dgld	dgld						res-ltng		30	60	ignore-ac		1	1	move3		20	40	balance1		10	30	dex		10	20	light		1	7	skill	Fanaticism	1	3	skill	Frenzy	1	3	skill	Quickness	1	3	res-ltng/lvl	4											0
Ghoul's Touch	100	1		1		1	5	ktr	Katar			6	10000	dgry	dgry						regen		-1	-1	hit-skill	Amplify Damage	25	2	cold-min		5	10	cold-max		15	20	cold-len		200	400	dmg-pois	50	75	256																									0
Diamond Cuff	100	1		1		7	9	wrb	Wrist Blade			6	10000	bwht	bwht						att		50	150	dmg-ltng		1	30	dmg-demon		100	200	att-demon		50	150	skill	Claw Mastery	1	3	dmg-ltng/lvl	24			dmg-mag		5	10																					0
Shadow Slice	100	1		1		12	12	axf	Hatchet Hands			7	15000	blac	blac						swing2		10	30	dmg-cold		1	2	dmg-min		5	15	dmg-ac		-25	-25	skill	Cobra Strike	2	4	skill	Cloak of Shadows	4	8	manasteal		6	12	dmg-max		5	15	cold-len		300	600													0
Demonspeed	0	1		1		37	29	xlb	Demonhide Boots			9	25000	lred	lred						red-mag		4	8	move3		15	45	balance3		15	45	ac		10	30																																	0
Scratch of Persia	100	1		1		18	15	clw	Claws			7	15000	lgld	lgld						gold%		100	200	mag%		30	60	res-all		5	15	dmg-norm		10	20	skill	Tiger Strike	4	8	swing1			20																									0
Threaded Spines	100	1		1		21	19	btl	Blade Talons			8	20000	dgrn	dgrn						openwounds		100	100	dmg-pois	250	52	103	dmg-pois/lvl	32			hit-skill	Teeth	25	4	gethit-skill	Poison Nova	25	2																													0
Royal Grapple	100	1		1		24	22	skr	Scissors Katar			8	20000	dgld	dgld						dmg%		100	200	openwounds			40	deadly			33	crush			20	ass		1	1	ease		-50	-50																									0
Phalzyr's Frenzy	100	1		1		37	29	nin	Ninja To			9	25000	blac	blac						swing3		40	80	dex		10	30	att		50	200	att/lvl	8			dmg/lvl	12			dex/lvl	4																											0
Ensnare	100	1		1		27	26	9ar	Quhab			8	20000	lgry	lgry						skilltab	18	1	3	skill	Lightning Sentry	2	4	skill	Wake of Fire Sentry	2	4	skill	Blade Fury	2	4	mana		25	100	cast1		10	20	slow		75	100	hit-skill	Decrepify	30	5	knock		1	1													0
Quill Giant's Spine	100	1		1		32	29	9wb	Wrist Spike			9	25000	dpur	dpur						dmg%		50	150	dmg-norm		10	30	hp		25	75	knock		1	1	charged	86	1	50	charged	103	1	8																									0
Sparkmonger	100	1		1		36	32	9xf	Fascia			9	25000	lyel	lyel						dmg%		50	100	res-ltng-max		5	15	res-ltng		25	75	abs-ltng		5	15	skill	Claws of Thunder	2	4	dmg-ltng/lvl	20			gethit-skill	Lightning	20	9	ltng-min		1	25	ltng-max		200	250													0
Doom's Apprentice	100	1		1		41	35	9cs	Hand Scythe			10	30000	blac	blac						dmg%		50	150	deadly		10	50	lifesteal		6	12	hit-skill	Amplify Damage	45	9	charged	74	15	10	crush		5	25																									0
Scratch of the Elements	100	1		1		45	38	9lw	Greater Claws			10	30000	bwht	bwht						dmg-cold		1	10	dmg-fire		30	50	dmg-ltng		1	100	skill	Royal Strike	1	3	skill	Fists of Fire	2	4	skill	Claws of Thunder	2	4	skill	Blades of Ice	2	4	cold-len		400	1200																	0
Fangs of the King Cobra	100	1		1		50	42	9tw	Greater Talons			11	35000	cgrn	cgrn						dmg%		100	200	dmg-pois	100	256	768	res-pois		30	60	res-pois-len		50	100	deadly		15	30	lifesteal		5	20	manasteal		5	20	skill	Cobra Strike	2	4	skill	Venom	2	4	dmg-pois/lvl	80											0
Warpfist	100	1		1		54	45	9qr	Scissors Quhab			11	35000	lpur	lpur						dmg%		100	200	swing3		40	60	balance2		10	30	slow		25	50	skill	Quickness	2	5	gethit-skill	Teleport	35	1																									0
The Hands of Atlas	0	1		1		77	73	yvg	Viper Hands			13	45000	dgry	dgry						str		50	75	crush		45	45	knock		1	1																																					0
Clavo Platino	100	1		1		52	49	7ar	Suwayyah			11	35000	dblu	dblu						dmg%		125	250	dmg-undead		150	300	dmg-demon		150	300	ignore-ac		1	1	openwounds		25	50	charged	126	40	2	dmg%		60	60	knock		1	1	crush		10	25													0
Lockheart's Grip	0	1		1		56	55	xig	Imperial Guards			11	35000	dgry	dgry						ac		12	12	swing2		10	30	dmg-ac		-15	-30	dmg-min		5	15	ac%		100	200	dmg-max		15	25																									0
Polar Edge	100	1		1		62	56	7xf	War Fist			12	40000	lblu	lblu						dmg%		150	250	indestruct		1	1	skill	Blades of Ice	3	5	hit-skill	Frozen Orb	30	10	freeze		1	3	cold-len		300	900	cold-min		15	45	cold-max		45	180																	0
The Freedom of Imprisonment	100	1		1		67	59	7cs	Battle Cestus			12	40000	dgry	dgry						dmg%		200	400	dmg-norm		30	50	knock		1	1	crush		25	50	regen		-10	-30	ac		500	500																									0
Shiva's Touch	0	1		1		44	36	xmg	Heavy Bracers			10	30000	dblu	dblu						res-cold		25	75	res-cold-max		20	20	att%		15	30	dmg-cold/lvl	16			hit-skill	Glacial Spike	30	7	cold-len		400	800	cold-min		10	20	cold-max		20	80																	0
Viz-Jaq'taar's Invention	100	1		1		77	65	7tw	Runic Talons			13	45000	lgry	lgry						ass		1	2	skilltab	18	2	4	mana		100	200	ease		-60	-100	cast3		20	40	regen-mana		50	100																									0
Slight of Hand	100	1		1		82	69	7qr	Scissors Suwayyah			13	45000	blac	blac						dmg%		150	350	ass		1	3	swing3		40	80	dex/lvl	4			str/lvl	4			skill	Quickness	2	4	skill	Fade	2	4	skill	Venom	2	4																	0
Muramasa Sword	100	1		1		84	90	0nn	Katana			13	45000	blac	blac						dmg%		150	300	ignore-ac		1	1	dex		30	50	swing2		50	50	sock	1	1	1																													0
ES Sorceress Orbs																																																																					0
Xiao Ji Ji	100	1		1		3	7	ob1	Eagle Orb			6	10000	oran	oran						hp		20	40	mana		20	40	move1		5	15	sock	2	2	2	sor		1	1																													0
Cruel Heart	100	1		1		8	10	ob2	Sacred Globe			6	10000	dred	dred						skilltab	5	1	1	freeze	1	1	1	thorns		15	45	sock	1	1	1	cold-min		20	25	cold-max		30	40	cold-len		100	200																					0
Hell's Torment	100	1		1		16	16	ob3	Smoked Sphere			7	15000	cred	cred						skilltab	5	1	1	red-dmg%		5	15	gethit-skill	Frost Nova	25	5	skill	Glacial Spike	1	2	hp		30	50	mana		10	20																									0
Drannor's Claw	100	1		1		20	19	ob4	Clasped Orb			8	20000	dgry	dgry						indestruct		1	1	dmg%		300	500	dmg-mag		30	30	swing3		40	80	mana-kill		4	8	manasteal		100	100	skill	Enchant	4	4																					0
ES Gloves																																																																					0
Azimuth's Regard	100	1		1		28	30	ob6	Glowing Orb			8	20000	dyel	dyel						sock	1	1	1	vit		5	15	regen		10	20	regen-mana		15	30	red-dmg%		4	8	red-mag		5	9	thorns		60	120	charged	68	15	9																	0
Apocalypse Stone	100	1		1		36	34	ob7	Crystalline Globe			9	25000	dred	dred						sor		1	1	cast3		25	50	regen		-5	-25	mana%		25	50	mana-kill		10	20	dmg-to-mana		25	50	charged	249	15	10	indestruct		1	1	gethit-skill	Meteor	50	4													0
Magica Strife	100	1		1		45	33	ob8	Cloudy Sphere			10	30000	lblu	lblu						regen		-4	-16	enr		20	30	mana/lvl	16			mana%		25	50	cast1		10	20	sor		1	2																									0
Auraura's Jewel	100	1		1		50	36	ob9	Sparkling Ball			11	35000	bwht	bwht						mana		30	90	cast1		10	20	red-mag		6	12	res-all		10	15	mana-kill		1	6	sor		1	1	skilltab	4	1	1	skill	Lightning Mastery	1	2	gethit-skill	Frost Nova	50	8													0
The Oculus	100	1		1		50	42	oba	Swirling Crystal			11	35000	dblu	dblu						sor		1	2	gethit-skill	Teleport	25	1	res-all		10	30	cast2		20	30	ac%		10	30	vit		10	30	enr		10	30	mana-kill		3	6	mag%		25	75													0
Orb of the Horadrim	100	1		1		53	45	obb	Heavenly Stone			11	35000	oran	oran						gethit-skill	Teleport	20	1	enr		1	30	skill	Warmth	3	6	skill	Fire Mastery	2	4	skill	Lightning Mastery	2	4	skill	Cold Mastery	2	4	sor		1	1	vit		10	20																	0
Cyclop's Protector	0	1		1		71	64	yrg	Giant Buckler			13	45000	lblu	lblu						red-dmg%		10	20	block		50	50	charged	97	100	5	str		10	25	sock	1	1	1																													0
Heart of the Succubi	100	1		1		70	61	obd	Demon Heart			13	45000	blac	blac						charged	91	28	12	move3		20	40	res-all		30	40	sor		1	3	cast1		10	20																													0
Lady Raven's Power	0	1		1		80	82	yuc	Petrified Buckler			13	45000	lred	lred						mana		80	120	mana%		40	50	abs-cold%		18	18	abs-fire%		18	18	abs-ltng%		18	18	res-pois		36	72	block		18	18																					0
