Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Ice Bolts	100		1	7		7		sor	1	1	51	charged	Ice Bolt	-30	-10									1	cblu	staf	mana									0	0	0
of Ice Bolts	100		1	14		14		sor	1	1	51	charged	Ice Bolt	-20	-6									1	cblu	knif										0	0	0
of Frozen Armor	100		1	7		7		sor	1	1	51	charged	Frozen Armor	-30	-10									1	dblu	staf	mana									0	0	0
of Frozen Armor	100		1	14		14		sor	1	1	51	charged	Frozen Armor	-20	-6									1	dblu	knif	tors									0	0	0
of Frozen Armor	100		1	7		7		sor	1	1	51	charged	Frozen Armor	-30	-10									1	dblu	staf	mana									0	0	0
of Frozen Armor	100		1	14		14		sor	1	1	51	charged	Frozen Armor	-20	-6									1	dblu	knif	tors									0	0	0
of Frozen Armor	100		1	7		7		sor	1	1	51	charged	Frozen Armor	-30	-10									1	cblu	staf	mana									0	0	0
of Frozen Armor	100		1	14		14		sor	1	1	51	charged	Frozen Armor	-20	-6									1	cblu	knif	tors									0	0	0
of Static Field	100		1	12		12		sor	6	1	51	charged	Static Field	-30	-8									1	dyel	staf	mana									0	0	0
of Static Field	100		1	24		24		sor	6	1	51	charged	Static Field	-20	-5									1	dyel	hamm	mace	scep	ring	circ						0	0	0
of Static Field	100		1	12		12		sor	6	1	51	charged	Static Field	-30	-8									1	dyel	staf	mana									0	0	0
of Static Field	100		1	24		24		sor	6	1	51	charged	Static Field	-20	-5									1	dyel	hamm	mace	scep	ring	circ						0	0	0
of Static Field	100		1	12		12		sor	6	1	51	charged	Static Field	-30	-8									1	lyel	staf	mana									0	0	0
of Static Field	100		1	24		24		sor	6	1	51	charged	Static Field	-20	-5									1	lyel	hamm	mace	scep	ring	circ						0	0	0
of Telekinesis	100		1	12		12		sor	6	1	51	charged	Telekinesis	-30	-8									1	dblu	staf	mana									0	0	0
of Telekinesis	100		1	24		24		sor	6	1	51	charged	Telekinesis	-20	-5									1	dblu	hamm	mace	scep	ring	circ						0	0	0
of Telekinesis	100		1	12		12		sor	6	1	51	charged	Telekinesis	-30	-8									1	dblu	staf	mana									0	0	0
of Telekinesis	100		1	24		24		sor	6	1	51	charged	Telekinesis	-20	-5									1	dblu	hamm	mace	scep	ring	circ						0	0	0
of Telekinesis	100		1	12		12		sor	6	1	51	charged	Telekinesis	-30	-8									1	cblu	staf	mana									0	0	0
of Telekinesis	100		1	24		24		sor	6	1	51	charged	Telekinesis	-20	-5									1	cblu	hamm	mace	scep	ring	circ						0	0	0
of Frost Novas	100		1	12		12		sor	6	1	51	charged	Frost Nova	-30	-8									1	dblu	staf	mana									0	0	0
of Frost Novas	100		1	24		24		sor	6	1	51	charged	Frost Nova	-20	-5									1	dblu	knif	amul	circ								0	0	0
of Frost Novas	100		1	12		12		sor	6	1	51	charged	Frost Nova	-30	-8									1	dblu	staf	mana									0	0	0
of Frost Novas	100		1	24		24		sor	6	1	51	charged	Frost Nova	-20	-5									1	dblu	knif	amul	circ								0	0	0
of Frost Novas	100		1	12		12		sor	6	1	51	charged	Frost Nova	-30	-8									1	cblu	staf	mana									0	0	0
of Frost Novas	100		1	24		24		sor	6	1	51	charged	Frost Nova	-20	-5									1	cblu	knif	amul	circ								0	0	0
of Ice Blasts	100		1	12		12		sor	6	1	51	charged	Ice Blast	-30	-8									1	dblu	staf	mana									0	0	0
of Ice Blasts	100		1	24		24		sor	6	1	51	charged	Ice Blast	-20	-5									1	dblu	hamm	mace	scep	ring	circ						0	0	0
of Ice Blasts	100		1	12		12		sor	6	1	51	charged	Ice Blast	-30	-8									1	dblu	staf	mana									0	0	0
of Ice Blasts	100		1	24		24		sor	6	1	51	charged	Ice Blast	-20	-5									1	dblu	hamm	mace	scep	ring	circ						0	0	0
of Ice Blasts	100		1	12		12		sor	6	1	51	charged	Ice Blast	-30	-8									1	cblu	staf	mana									0	0	0
of Ice Blasts	100		1	24		24		sor	6	1	51	charged	Ice Blast	-20	-5									1	cblu	hamm	mace	scep	ring	circ						0	0	0
of Blazing	100		1	18		18		sor	12	1	51	charged	Blaze	-30	-7									1	dred	staf	mana									0	0	0
of Blazing	100		1	36		36		sor	12	1	51	charged	Blaze	-20	-4									1	dred	boot										0	0	0
of Blazing	100		1	18		18		sor	12	1	51	charged	Blaze	-30	-7									1	dred	staf	mana									0	0	0
of Blazing	100		1	36		36		sor	12	1	51	charged	Blaze	-20	-4									1	dred	boot										0	0	0
of Blazing	100		1	18		18		sor	12	1	51	charged	Blaze	-30	-7									1	cred	staf	mana									0	0	0
of Blazing	100		1	36		36		sor	12	1	51	charged	Blaze	-20	-4									1	cred	boot										0	0	0
of Fire Balls	100		1	18		18		sor	12	1	51	charged	Fire Ball	-30	-7									1	dred	staf	mana									0	0	0
of Fire Balls	100		1	36		36		sor	12	1	51	charged	Fire Ball	-20	-4									1	dred	spea	wand									0	0	0
of Fire Balls	100		1	18		18		sor	12	1	51	charged	Fire Ball	-30	-7									1	dred	staf	mana									0	0	0
of Fire Balls	100		1	36		36		sor	12	1	51	charged	Fire Ball	-20	-4									1	dred	spea	wand									0	0	0
of Fire Balls	100		1	18		18		sor	12	1	51	charged	Fire Ball	-30	-7									1	cred	staf	mana									0	0	0
of Fire Balls	100		1	36		36		sor	12	1	51	charged	Fire Ball	-20	-4									1	cred	spea	wand									0	0	0
of Immolation	100		1	18		18		sor	12	1	51	charged	Nova	-30	-7									1	dred	staf	mana									0	0	0
of Immolation	100		1	36		36		sor	12	1	51	charged	Nova	-20	-4									1	dred	shld										0	0	0
of Immolation	100		1	18		18		sor	12	1	51	charged	Nova	-30	-7									1	dred	staf	mana									0	0	0
of Immolation	100		1	36		36		sor	12	1	51	charged	Nova	-20	-4									1	dred	shld										0	0	0
of Immolation	100		1	18		18		sor	12	1	51	charged	Nova	-30	-7									1	cred	staf	mana									0	0	0
of Immolation	100		1	36		36		sor	12	1	51	charged	Nova	-20	-4									1	cred	shld										0	0	0
of Lightning	100		1	18		18		sor	12	1	51	charged	Lightning	-30	-7									1	dyel	staf	mana									0	0	0
of Lightning	100		1	36		36		sor	12	1	51	charged	Lightning	-20	-4									1	dyel	axe	hamm									0	0	0
of Lightning	100		1	18		18		sor	12	1	51	charged	Lightning	-30	-7									1	dyel	staf	mana									0	0	0
of Lightning	100		1	36		36		sor	12	1	51	charged	Lightning	-20	-4									1	dyel	axe	hamm									0	0	0
of Lightning	100		1	18		18		sor	12	1	51	charged	Lightning	-30	-7									1	lyel	staf	mana									0	0	0
of Lightning	100		1	36		36		sor	12	1	51	charged	Lightning	-20	-4									1	lyel	axe	hamm									0	0	0
of Fire Shield	100		1	18		18		sor	12	1	51	charged	Shiver Armor	-30	-7									1	dred	staf	mana									0	0	0
of Fire Shield	100		1	36		36		sor	12	1	51	charged	Shiver Armor	-20	-4									1	dred	knif	tors									0	0	0
of Fire Shield	100		1	18		18		sor	12	1	51	charged	Shiver Armor	-30	-7									1	dred	staf	mana									0	0	0
of Fire Shield	100		1	36		36		sor	12	1	51	charged	Shiver Armor	-20	-4									1	dred	knif	tors									0	0	0
of Fire Shield	100		1	18		18		sor	12	1	51	charged	Shiver Armor	-30	-7									1	cred	staf	mana									0	0	0
of Fire Shield	100		1	36		36		sor	12	1	51	charged	Shiver Armor	-20	-4									1	cred	knif	tors									0	0	0
of Fire Walls	100		1	24		24		sor	18	1	51	charged	Fire Wall	-30	-6									1	dred	staf	mana									0	0	0
of Fire Walls	100		1	48		48		sor	18	1	51	charged	Fire Wall	-20	-3									1	dred	pole										0	0	0
of Fire Walls	100		1	24		24		sor	18	1	51	charged	Fire Wall	-30	-6									1	dred	staf	mana									0	0	0
of Fire Walls	100		1	48		48		sor	18	1	51	charged	Fire Wall	-20	-3									1	dred	pole										0	0	0
of Fire Walls	100		1	24		24		sor	18	1	51	charged	Fire Wall	-30	-6									1	cred	staf	mana									0	0	0
of Fire Walls	100		1	48		48		sor	18	1	51	charged	Fire Wall	-20	-3									1	cred	pole										0	0	0
of Enchantment	100		1	24		24		sor	18	1	51	charged	Enchant	-20	-3									1	dred	staf	mana									0	0	0
of Enchantment	100		1	48		48		sor	18	1	51	charged	Enchant	-10	-1									1	dred	mele										0	0	0
of Enchantment	100		1	24		24		sor	18	1	51	charged	Enchant	-20	-3									1	dred	staf	mana									0	0	0
of Enchantment	100		1	48		48		sor	18	1	51	charged	Enchant	-10	-1									1	dred	mele										0	0	0
of Enchantment	100		1	24		24		sor	18	1	51	charged	Enchant	-20	-3									1	cred	staf	mana									0	0	0
of Enchantment	100		1	48		48		sor	18	1	51	charged	Enchant	-10	-1									1	cred	mele										0	0	0
of Chain Lightning	100		1	24		24		sor	18	1	51	charged	Chain Lightning	-30	-6									1	dyel	staf	mana									0	0	0
of Chain Lightning	100		1	48		48		sor	18	1	51	charged	Chain Lightning	-20	-3									1	dyel	spea										0	0	0
of Chain Lightning	100		1	24		24		sor	18	1	51	charged	Chain Lightning	-30	-6									1	dyel	staf	mana									0	0	0
of Chain Lightning	100		1	48		48		sor	18	1	51	charged	Chain Lightning	-20	-3									1	dyel	spea										0	0	0
of Chain Lightning	100		1	24		24		sor	18	1	51	charged	Chain Lightning	-30	-6									1	lyel	staf	mana									0	0	0
of Chain Lightning	100		1	48		48		sor	18	1	51	charged	Chain Lightning	-20	-3									1	lyel	spea										0	0	0
of Teleportation	100		1	24		24		sor	18	1	51	charged	Teleport	-30	-6									1	dyel	staf	mana									0	0	0
of Teleportation	100		1	48		48		sor	18	1	51	charged	Teleport	-20	-3									1	dyel	amul	circ									0	0	0
of Teleportation	100		1	24		24		sor	18	1	51	charged	Teleport	-30	-6									1	dyel	staf	mana									0	0	0
of Teleportation	100		1	48		48		sor	18	1	51	charged	Teleport	-20	-3									1	dyel	amul	circ									0	0	0
of Teleportation	100		1	24		24		sor	18	1	51	charged	Teleport	-30	-6									1	lyel	staf	mana									0	0	0
of Teleportation	100		1	48		48		sor	18	1	51	charged	Teleport	-20	-3									1	lyel	amul	circ									0	0	0
of Glacial Spikes	100		1	24		24		sor	18	1	51	charged	Glacial Spike	-30	-6									1	dblu	staf	mana									0	0	0
of Glacial Spikes	100		1	48		48		sor	18	1	51	charged	Glacial Spike	-20	-3									1	dblu	knif										0	0	0
of Glacial Spikes	100		1	24		24		sor	18	1	51	charged	Glacial Spike	-30	-6									1	dblu	staf	mana									0	0	0
of Glacial Spikes	100		1	48		48		sor	18	1	51	charged	Glacial Spike	-20	-3									1	dblu	knif										0	0	0
of Glacial Spikes	100		1	24		24		sor	18	1	51	charged	Glacial Spike	-30	-6									1	cblu	staf	mana									0	0	0
of Glacial Spikes	100		1	48		48		sor	18	1	51	charged	Glacial Spike	-20	-3									1	cblu	knif										0	0	0
of Meteors	100		1	30		30		sor	24	1	51	charged	Meteor	-30	-5									1	dred	staf	mana									0	0	0
of Meteors	100		1	60		60		sor	24	1	51	charged	Meteor	-20	-2									1	dred	knif	club									0	0	0
of Meteors	100		1	30		30		sor	24	1	51	charged	Meteor	-30	-5									1	dred	staf	mana									0	0	0
of Meteors	100		1	60		60		sor	24	1	51	charged	Meteor	-20	-2									1	dred	knif	club									0	0	0
of Meteors	100		1	30		30		sor	24	1	51	charged	Meteor	-30	-5									1	cred	staf	mana									0	0	0
of Meteors	100		1	60		60		sor	24	1	51	charged	Meteor	-20	-2									1	cred	knif	club									0	0	0
of Thunder Storm	100		1	30		30		sor	24	1	51	charged	Thunder Storm	-30	-5									1	dred	staf	mana									0	0	0
of Thunder Storm	100		1	60		60		sor	24	1	51	charged	Thunder Storm	-20	-2									1	dred	hamm	club									0	0	0
of Thunder Storm	100		1	30		30		sor	24	1	51	charged	Thunder Storm	-30	-5									1	dred	staf	mana									0	0	0
of Thunder Storm	100		1	60		60		sor	24	1	51	charged	Thunder Storm	-20	-2									1	dred	hamm	club									0	0	0
of Thunder Storm	100		1	30		30		sor	24	1	51	charged	Thunder Storm	-30	-5									1	cred	staf	mana									0	0	0
of Thunder Storm	100		1	60		60		sor	24	1	51	charged	Thunder Storm	-20	-2									1	cred	hamm	club									0	0	0
of Energy Shield	100		1	30		30		sor	24	1	51	charged	Energy Shield	-30	-5									1	dyel	staf	mana									0	0	0
of Energy Shield	100		1	60		60		sor	24	1	51	charged	Energy Shield	-20	-2									1	dyel	helm										0	0	0
of Energy Shield	100		1	30		30		sor	24	1	51	charged	Energy Shield	-30	-5									1	dyel	staf	mana									0	0	0
of Energy Shield	100		1	60		60		sor	24	1	51	charged	Energy Shield	-20	-2									1	dyel	helm										0	0	0
of Energy Shield	100		1	30		30		sor	24	1	51	charged	Energy Shield	-30	-5									1	lyel	staf	mana									0	0	0
of Energy Shield	100		1	60		60		sor	24	1	51	charged	Energy Shield	-20	-2									1	lyel	helm										0	0	0
of Blizzards	100		1	30		30		sor	24	1	51	charged	Blizzard	-30	-5									1	dblu	staf	mana									0	0	0
of Blizzards	100		1	60		60		sor	24	1	51	charged	Blizzard	-20	-2									1	dblu	knif										0	0	0
of Blizzards	100		1	30		30		sor	24	1	51	charged	Blizzard	-30	-5									1	dblu	staf	mana									0	0	0
of Blizzards	100		1	60		60		sor	24	1	51	charged	Blizzard	-20	-2									1	dblu	knif										0	0	0
of Blizzards	100		1	30		30		sor	24	1	51	charged	Blizzard	-30	-5									1	cblu	staf	mana									0	0	0
of Blizzards	100		1	60		60		sor	24	1	51	charged	Blizzard	-20	-2									1	cblu	knif										0	0	0
of Chilling Armor	100		1	30		30		sor	24	1	51	charged	Chilling Armor	-30	-5									1	dblu	staf	mana									0	0	0
of Chilling Armor	100		1	60		60		sor	24	1	51	charged	Chilling Armor	-20	-2									1	dblu	tors										0	0	0
of Chilling Armor	100		1	30		30		sor	24	1	51	charged	Chilling Armor	-30	-5									1	dblu	staf	mana									0	0	0
of Chilling Armor	100		1	60		60		sor	24	1	51	charged	Chilling Armor	-20	-2									1	dblu	tors										0	0	0
of Chilling Armor	100		1	30		30		sor	24	1	51	charged	Chilling Armor	-30	-5									1	cblu	staf	mana									0	0	0
of Chilling Armor	100		1	60		60		sor	24	1	51	charged	Chilling Armor	-20	-2									1	cblu	tors										0	0	0
of Hydras	100		1	36		36		sor	30	1	51	charged	Hydra	-30	-3									1	dyel	staf	mana									0	0	0
of Hydras	100		1	72		72		sor	30	1	51	charged	Hydra	-20	-1									1	dyel	club										0	0	0
of Hydras	100		1	36		36		sor	30	1	51	charged	Hydra	-30	-3									1	dyel	staf	mana									0	0	0
of Hydras	100		1	72		72		sor	30	1	51	charged	Hydra	-20	-1									1	dyel	club										0	0	0
of Hydras	100		1	36		36		sor	30	1	51	charged	Hydra	-30	-3									1	lyel	staf	mana									0	0	0
of Hydras	100		1	72		72		sor	30	1	51	charged	Hydra	-20	-1									1	lyel	club										0	0	0
of Frozen Orbs	100		1	36		36		sor	30	1	51	charged	Frozen Orb	-30	-3									1	dblu	staf	mana									0	0	0
of Frozen Orbs	100		1	72		72		sor	30	1	51	charged	Frozen Orb	-20	-1									1	dblu	knif										0	0	0
of Frozen Orbs	100		1	36		36		sor	30	1	51	charged	Frozen Orb	-30	-3									1	dblu	staf	mana									0	0	0
of Frozen Orbs	100		1	72		72		sor	30	1	51	charged	Frozen Orb	-20	-1									1	dblu	knif										0	0	0
of Frozen Orbs	100		1	36		36		sor	30	1	51	charged	Frozen Orb	-30	-3									1	cblu	staf	mana									0	0	0
of Frozen Orbs	100		1	72		72		sor	30	1	51	charged	Frozen Orb	-20	-1									1	cblu	knif										0	0	0
of Amplify Damage	100		1	7		7		nec	1	1	51	charged	Amplify Damage	-60	-10									1	dred	wand	knif	head								0	0	0
of Amplify Damage	100		1	14		14		nec	1	1	51	charged	Amplify Damage	-20	-6									1	dred	blun										0	0	0
of Amplify Damage	100		1	7		7		nec	1	1	51	charged	Amplify Damage	-60	-10									1	dred	wand	knif	head								0	0	0
of Amplify Damage	100		1	14		14		nec	1	1	51	charged	Amplify Damage	-20	-6									1	dred	blun										0	0	0
of Amplify Damage	100		1	7		7		nec	1	1	51	charged	Amplify Damage	-60	-10									1	cred	wand	knif	head								0	0	0
of Amplify Damage	100		1	14		14		nec	1	1	51	charged	Amplify Damage	-20	-6									1	cred	blun										0	0	0
of Bone Wave	100		1	7		7		nec	1	1	51	charged	Teeth	-60	-10									1	blac	wand	knif	head								0	0	0
of Bone Wave	100		1	14		14		nec	1	1	51	charged	Teeth	-20	-6									1	blac	swor										0	0	0
of Bone Wave	100		1	7		7		nec	1	1	51	charged	Teeth	-60	-10									1	blac	wand	knif	head								0	0	0
of Bone Wave	100		1	14		14		nec	1	1	51	charged	Teeth	-20	-6									1	blac	swor										0	0	0
of Bone Wave	100		1	7		7		nec	1	1	51	charged	Teeth	-60	-10									1	blac	wand	knif	head								0	0	0
of Bone Wave	100		1	14		14		nec	1	1	51	charged	Teeth	-20	-6									1	blac	swor										0	0	0
of Bone Armor	100		1	7		7		nec	1	1	51	charged	Bone Armor	-60	-10									1	blac	wand	knif	head								0	0	0
of Bone Armor	100		1	14		14		nec	1	1	51	charged	Bone Armor	-20	-6									1	blac	tors										0	0	0
of Bone Armor	100		1	7		7		nec	1	1	51	charged	Bone Armor	-60	-10									1	blac	wand	knif	head								0	0	0
of Bone Armor	100		1	14		14		nec	1	1	51	charged	Bone Armor	-20	-6									1	blac	tors										0	0	0
of Bone Armor	100		1	7		7		nec	1	1	51	charged	Bone Armor	-60	-10									1	blac	wand	knif	head								0	0	0
of Bone Armor	100		1	14		14		nec	1	1	51	charged	Bone Armor	-20	-6									1	blac	tors										0	0	0
of Raise Skeletons	100		1	7		7		nec	1	1	51	charged	Raise Skeleton	-60	-10									1	blac	wand	knif	head								0	0	0
of Raise Skeletons	100		1	14		14		nec	1	1	51	charged	Raise Skeleton	-20	-6									1	blac	amul	circ									0	0	0
of Raise Skeletons	100		1	7		7		nec	1	1	51	charged	Raise Skeleton	-60	-10									1	blac	wand	knif	head								0	0	0
of Raise Skeletons	100		1	14		14		nec	1	1	51	charged	Raise Skeleton	-20	-6									1	blac	amul	circ									0	0	0
of Raise Skeletons	100		1	7		7		nec	1	1	51	charged	Raise Skeleton	-60	-10									1	blac	wand	knif	head								0	0	0
of Raise Skeletons	100		1	14		14		nec	1	1	51	charged	Raise Skeleton	-20	-6									1	blac	amul	circ									0	0	0
of Dim Vision	100		1	12		12		nec	6	1	51	charged	Dim Vision	-60	-8									1	blac	wand	knif	head								0	0	0
of Dim Vision	100		1	24		24		nec	6	1	51	charged	Dim Vision	-20	-5									1	blac	ring	circ									0	0	0
of Dim Vision	100		1	12		12		nec	6	1	51	charged	Dim Vision	-60	-8									1	blac	wand	knif	head								0	0	0
of Dim Vision	100		1	24		24		nec	6	1	51	charged	Dim Vision	-20	-5									1	blac	ring	circ									0	0	0
of Dim Vision	100		1	12		12		nec	6	1	51	charged	Dim Vision	-60	-8									1	blac	wand	knif	head								0	0	0
of Dim Vision	100		1	24		24		nec	6	1	51	charged	Dim Vision	-20	-5									1	blac	ring	circ									0	0	0
of Weaken	100		1	12		12		nec	6	1	51	charged	Weaken	-60	-8									1	dpur	wand	knif	head								0	0	0
of Weaken	100		1	24		24		nec	6	1	51	charged	Weaken	-20	-5									1	dpur	glov										0	0	0
of Weaken	100		1	12		12		nec	6	1	51	charged	Weaken	-60	-8									1	dpur	wand	knif	head								0	0	0
of Weaken	100		1	24		24		nec	6	1	51	charged	Weaken	-20	-5									1	dpur	glov										0	0	0
of Weaken	100		1	12		12		nec	6	1	51	charged	Weaken	-60	-8									1	dpur	wand	knif	head								0	0	0
of Weaken	100		1	24		24		nec	6	1	51	charged	Weaken	-20	-5									1	dpur	glov										0	0	0
of Poison Dagger	100		1	12		12		nec	6	1	51	charged	Poison Dagger	-60	-8									1	dgrn	knif	head									0	0	0
of Poison Dagger	100		1	24		24		nec	6	1	51	charged	Poison Dagger	-20	-5									1	dgrn	glov	ring	circ								0	0	0
of Poison Dagger	100		1	12		12		nec	6	1	51	charged	Poison Dagger	-60	-8									1	dgrn	knif	head									0	0	0
of Poison Dagger	100		1	24		24		nec	6	1	51	charged	Poison Dagger	-20	-5									1	dgrn	glov	ring	circ								0	0	0
of Poison Dagger	100		1	12		12		nec	6	1	51	charged	Poison Dagger	-60	-8									1	cgrn	knif	head									0	0	0
of Poison Dagger	100		1	24		24		nec	6	1	51	charged	Poison Dagger	-20	-5									1	cgrn	glov	ring	circ								0	0	0
of Corpse Explosions	100		1	12		12		nec	6	1	51	charged	Corpse Explosion	-60	-8									1	dred	wand	knif	head								0	0	0
of Corpse Explosions	100		1	24		24		nec	6	1	51	charged	Corpse Explosion	-20	-5									1	dred	club										0	0	0
of Corpse Explosions	100		1	12		12		nec	6	1	51	charged	Corpse Explosion	-60	-8									1	dred	wand	knif	head								0	0	0
of Corpse Explosions	100		1	24		24		nec	6	1	51	charged	Corpse Explosion	-20	-5									1	dred	club										0	0	0
